delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.0007503032684326172,"[50.91500300026922, 50.40309919518364]","[53.050010000897416, 51.34366398394547]","[91.50030002692247, 40.309919518364055]",False,True
0.01,0.01,0.05357766151428223,"[52.4644352717326, 51.076549568235215]","[56.07977723848048, 52.64793377202221]","[154.94322714633773, 67.34503730515712]",False,True
0.01,0.02,0.10557746887207031,"[54.45922485369413, 51.952438160135934]","[59.11373387827104, 53.99617820790427]","[199.47895819615331, 87.5888591900717]",False,True
0.01,0.03,0.15748810768127441,"[56.77550155993642, 52.94717073639972]","[62.180147207835105, 55.26821341434855]","[231.6276706242292, 99.47325762637853]",False,True
0.01,0.04,0.20859169960021973,"[59.314497101767685, 54.04902268793896]","[65.23882003270731, 56.62001057486384]","[253.8995541831266, 110.18519515392363]",False,True
0.01,0.05,0.2605123519897461,"[62.02310045214852, 55.187957193524376]","[68.34317493637047, 57.84547103989034]","[270.8603350380837, 113.8934505585415]",False,True
0.01,0.060000000000000005,0.31250810623168945,"[64.84501363393939, 56.38688796343863]","[71.42947772478475, 59.18439309323857]","[282.1913181790868, 119.89307699142579]",False,True
0.01,0.07,0.36444616317749023,"[67.76437226050487, 57.577006817190444]","[74.57620905582432, 60.353950809278]","[291.935862656548, 119.01188537518095]",False,True
0.01,0.08,0.41652870178222656,"[70.7433285742249, 58.80390690909464]","[77.69422663957165, 61.66667379020444]","[297.89563137200344, 122.69000919041993]",False,True
0.01,0.09,0.4684464931488037,"[73.78672152529627, 59.99535770081513]","[80.88797174446279, 62.77540954816293]","[304.33929510713654, 119.14507917204872]",False,True
0.01,0.09999999999999999,0.5204410552978516,"[76.86300001793283, 61.21231267347893]","[84.04098316741815, 64.05187427636113]","[307.62784926365623, 121.69549726638017]",False,True
0.01,0.10999999999999999,0.5724940299987793,"[79.98964020580513, 62.3782949911226]","[87.28513397750716, 65.09892039895783]","[312.66401878722974, 116.5982317643671]",False,True
0.01,0.11999999999999998,0.6254997253417969,"[83.13513652819054, 63.56457906704372]","[90.47462794708981, 66.332575244193]","[314.54963223854054, 118.62840759211181]",False,True
0.01,0.12999999999999998,0.6775534152984619,"[86.32578886591433, 64.69141256388929]","[93.77064432060318, 67.32069072319563]","[319.0652337723792, 112.68334968455726]",False,True
0.01,0.13999999999999999,0.729459285736084,"[89.52683300969889, 65.83656966162076]","[96.99593601186285, 68.50860288966086]","[320.10441437845554, 114.51570977314731]",False,True
0.01,0.15,0.7814967632293701,"[92.77172388266878, 66.9186800898429]","[100.34313591959852, 69.44360442236119]","[324.489087296989, 108.21104282221299]",False,True
0.01,0.16,0.8335838317871094,"[96.02061801860123, 68.01898051627903]","[103.60137100244359, 70.58634817796336]","[324.88941359324417, 110.03004264361394]",False,True
0.01,0.17,0.8854448795318604,"[99.31354227140568, 69.05620903604786]","[106.9970321946161, 71.47640891550846]","[329.2924252804461, 103.72285197688285]",False,True
0.01,0.18000000000000002,0.9375360012054443,"[102.60451281227164, 70.11266164499969]","[110.28344407429222, 72.57771773255395]","[329.0970540865962, 105.64526089518267]",False,True
0.01,0.19000000000000003,0.9904458522796631,"[105.94009031703098, 71.10864098681853]","[113.7231044948028, 73.4325927843958]","[333.5577504759348, 99.59793418188312]",False,True
